Title,Link,Source,Time,Summary,Company,Page,CrawlTime,TimeRange
平安银行济南分行开展“冬日送温暖”公益活动,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,平安银行济南分行开展“冬日送温暖”公益活动,平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
平安银行济南分行开展了“冬日送温暖”公益行动，关爱寒冬室外劳动者。 平安银行济南分行7地联动，辖内31家营业网点开设“暖冬歇脚点”。各营业网点大厅张贴宣传“冬日送温暖 让每个家庭拥有平安”海报，LED...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,近日，受冷空气影响，山东各地气温骤降。天寒地冻下，环卫工人、交警巡警、市政抢修工、快递员等特殊岗位人员冒着严寒在户外坚守岗位，守护着城市的美丽与安宁。为践行社会责任，传递社会正能量，平安银行济南分行开展了“冬日送温暖”公益行动，关爱寒冬室外劳动者。 平安银行济南分行7地联动，辖内31家营业网点开设“,平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
平安银行盘中下跌2.06%，截至14:52，报9.5元/股，成交14.29亿元，换手率0.77%，总市值1843.56亿元。 资料显示，平安银行股份有限公司位于中华人民共和国广东省深圳市罗湖区深南东路...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,1月30日，平安银行盘中下跌2.06%，截至14:52，报9.5元/股，成交14.29亿元，换手率0.77%，总市值1843.56亿元。 资料显示，平安银行股份有限公司位于中华人民共和国广东省深圳市罗湖区深南东路5047号，公司是一家全国性股份制商业银行，主要业务包括提供全面的金融服务，包括居民消费,平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
平安银行私人银行举办多场投资策略会,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,前瞻经济大势、把脉投资机遇，平安银行私人银行举办多场投资策略会,平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
"平安银行私人银行充分利用集团“综合金融+医疗健康”的生态优势,打造了业内领先的开放式产品货架,一方面积极引入外部顶尖资管机构产品,为客户提供更多元的产品体系,另一方面打造“优...",https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,"具体来说,美联储加息周期尾声,在货币政策宽松转向预期下,各大类资产走势都将受到不同程度的影响,回顾历史行情,美联储降息过程中,美元债是确定性较强并有机会获得超额收益的投资机会,值得重点关注。 投资市场风云变幻,财富机遇转瞬即逝,要想更高效、更从容地应对市场变化和进行资产配置,投资者需要更多专业服务的",平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
平安银行，全称平安银行股份有限公司，是中国平安保险（集团）股份有限公司控股的一家跨区域经营的股份制商业银行，为中国大陆12家全国性股份制商业银行之一。 2023上半年，平安银行实现营业收入886.10...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,在当今的市场环境下，内卷现象普遍存在，许多人也更加倾向于寻找稳定的工作机会。而银行作为一个稳定的行业，自然成为了许多人的选择之一。 虽说银行增长速度不如以前，但其工作的稳定性却是不争的事实，这也吸引了众多求职者的关注。 平安银行，全称平安银行股份有限公司，是中国平安保险（集团）股份有限公司控股的一家,平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
平安银行福州仓山支行被罚40万元,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,因“贷后管理不到位”等，平安银行福州仓山支行被罚40万元,平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
"平安银行股份有限公司福州仓山支行(以下简称""平安银行福州仓山支行"")因个人贷款贷前调查不尽职、贷后管理不到位等，被罚40万元；时任平安银行福州仓山支行客户经理肖静，被给予警告。 国家金融监督管理总局福...",https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,"据国家金融监督管理总局网站消息，近日平安银行股份有限公司福州仓山支行(以下简称""平安银行福州仓山支行"")因个人贷款贷前调查不尽职、贷后管理不到位等，被罚40万元；时任平安银行福州仓山支行客户经理肖静，被给予警告。 国家金融监督管理总局福建监管局行政处罚信息公开表（闽金罚决字〔2024〕2号） 行政处",平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
平安银行盘中上涨2.08%，截至11:29，报9.82元/股，成交12.85亿元，换手率0.68%，总市值1905.66亿元。 资料显示，平安银行股份有限公司位于中华人民共和国广东省深圳市罗湖区深南东...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,1月29日，平安银行盘中上涨2.08%，截至11:29，报9.82元/股，成交12.85亿元，换手率0.68%，总市值1905.66亿元。 资料显示，平安银行股份有限公司位于中华人民共和国广东省深圳市罗湖区深南东路5047号，公司是一家全国性股份制商业银行，主要业务包括提供全面的金融服务，包括居民消,平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
平安银行、光大银行等10余家银行调整高管，多是“70后”,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,工商银行、平安银行、光大银行等10余家银行调整高管，多是“70后”,平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
平安银行走出低谷,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-01-01~2024-01-31&search4=&search5=&page=1,iWenCai,Unknown time,农业银行创新高，建设银行接近新高；招商银行、平安银行走出低谷,平安银行,1,2025-12-16 00:54:58,2024-01-01 to 2024-01-31
平安银行涨停，农行、中行股价再创历史新高，多家银行涨超5%,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,银行股狂飙！平安银行涨停，农行、中行股价再创历史新高，多家银行涨超5%,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行（000001.SH）涨停，宁波银行（002142.SZ）、齐鲁银行（601665.SH）、招商银行（600036.SH）涨超5%。 另外，在国有大行中，农业银行...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,在龙年开盘后的三个交易日，银行板块表现较为强势，少数个股创新高，不少个股实现较大涨幅。 出品｜WEMONEY研究室 文｜王彦强 2月21日，龙年开盘后第三天，A股继续上攻，这其中银行板块表现较为强势。 据Wind数据显示，截至21日收盘，银行指数报收于5035.93点，涨2.62%，41家上涨，一家,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨超1%，兴业银行、江苏银行、招商银行跟涨。截止上个交易日，该基金目前规模达4600.4万元。 资金面上，银行板块主力净流入近23亿元，招商银行、工商银行主力净流入超4亿元，兴业银行、江苏银行...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,截至收盘，沪指跌1.02%，深成指跌1.13%，创业板指涨0.79%。板块方面，银行等少数板块上涨，数据要素、新型城镇化、计算机应用、云游戏等板块跌幅居前。银行ETF优选（517900）逆势收涨0.65%，成分股宁波银行涨超2%，平安银行涨超1%，兴业银行、江苏银行、招商银行跟涨。截止上个交易日，该,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行架构改革尾声：蔡新发空降华兴银行 将出任主管零售副行长,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,平安银行架构改革尾声：蔡新发空降华兴银行 将出任主管零售副行长,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行架构改革尾声：蔡新发“空降”华兴银行，将出任主管零售副行长财联社2月27日讯（记者 梁柯志）财联社记者独家获悉，原平安银行行长特别助理蔡新发，已于近日到任广东华兴银行总行，将担任主管零售的副行...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,媒体滚动,Unknown time,来源：媒体滚动 原标题：独家|平安银行架构改革尾声：蔡新发“空降”华兴银行，将出任主管零售副行长财联社2月27日讯（记者 梁柯志）财联社记者独家获悉，原平安银行行长特别助理蔡新发，已于近日到任广东华兴银行总行，将担任主管零售的副行长。 2月26日，多位广州银行业人士表示，曾主导平安银行零售业务改造多,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停 ! 券商观点：持续看好银行板块配置价值,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,平安银行涨停 ! 券商观点：持续看好银行板块配置价值,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停报10.80元/股，尾盘竞价成交近2亿元，全天成交近53亿元，创2022年11月以来最大单日交易量。截至收盘，宁波银行、齐鲁银行、招商银行涨幅分别为5.61%、5.15%、5.1%。成都银...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,2月21日上午，银行板块全面飘红再创新高，其中平安银行涨停报10.80元/股，尾盘竞价成交近2亿元，全天成交近53亿元，创2022年11月以来最大单日交易量。截至收盘，宁波银行、齐鲁银行、招商银行涨幅分别为5.61%、5.15%、5.1%。成都银行、江苏银行、中信银行涨幅超3%，另有9家银行涨幅在2,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,02.21龙虎榜：地产活、银行活！葛老大、方新侠扫货平安银行,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行封死涨停，表面是银行，实质是地产。昨天5年期LPR下降25个基点历史单次最大降幅，远远超出预期，上面救地产的决心非常迫切（5年LPR是房贷定价基准），但对于这么大的降息利好，昨天地产没反应，直...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,2024年2月21日,2024年2月21日周三，龙虎榜解析。今日市场信息差1）平安银行封死涨停，表面是银行，实质是地产。昨天5年期LPR下降25个基点历史单次最大降幅，远远超出预期，上面救地产的决心非常迫切（5年LPR是房贷定价基准），但对于这么大的降息利好，昨天地产没反应，直到今天才开始行动。各种利好堆积之后，大资金也,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停，农业银行再创新高，多家银行股涨超5%,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,银行股狂飙！平安银行涨停，农业银行再创新高，多家银行股涨超5%,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停，农业银行再创新高，多家银行股涨超5%） 出品|WEMONEY研究室 2月21日，龙年开盘后第三天，A股继续上攻，这其中银行板块表现较为强势。 据Wind数据显示，截至21日收盘，银行指数...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,（原标题：银行股狂飙！平安银行涨停，农业银行再创新高，多家银行股涨超5%） 出品|WEMONEY研究室 2月21日，龙年开盘后第三天，A股继续上攻，这其中银行板块表现较为强势。 据Wind数据显示，截至21日收盘，银行指数报收于5035.93点，涨2.62%，41家上涨，一家平盘。其中平安银行（00,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停！开年来银行板块已上涨超10%,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,早盘银行股大涨 平安银行涨停！开年来银行板块已上涨超10%,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停，齐鲁银行涨超6%，宁波银行、招商银行均涨超4%。 业内指出，银行板块大涨，主要反映市场对经济复苏、房地产市场回暖、银行资产质量与盈利改善前景的乐观预期。同时，银行板块估值低洼、高股息等，...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,每日经济新闻,Unknown time,来源：每日经济新闻 今日早盘A股大涨，上证指数上涨1.72%。其中，银行、保险、券商等大金融板块走高。Wind热门概念指数显示，银行板块今日上午涨幅超过3%。 早盘Wind银行指数涨超3% 截图来源：Wind 个股方面，其中平安银行涨停，齐鲁银行涨超6%，宁波银行、招商银行均涨超4%。 业内指出，银,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行拉升涨停！农业银行、中国银行再创历史新高,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,A股低开高走，沪指逼近3000点！平安银行拉升涨停！农业银行、中国银行再创历史新高,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行、红塔证券涨停，农业银行、中国银行再创历史新高。汽车产业链个股展开反弹，圣龙股份、瑞玛精密、合力科技、中通客车等10余股涨停。新质生产力概念股延续强势，德恩精工、克来机电、精伦电子、克劳斯等1...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,2月21日，A股早盘低开高走，三大指数均涨超1%。截至收盘，沪指涨1.72%，报2972.87点。深成指涨1.75%，报9061.95点。创业板指涨1.28%，报1768.55点。盘面上，大金融股集体走强，平安银行、红塔证券涨停，农业银行、中国银行再创历史新高。汽车产业链个股展开反弹，圣龙股份、瑞玛,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行等8股净流入资金超5000万元,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,银行行业今日净流入资金30.61亿元，平安银行等8股净流入资金超5000万元,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行封上涨停板！,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,什么原因？又见银行股涨停！主力资金大幅流入 平安银行封上涨停板！,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停，中国银行、农业银行创新高，首创证券、宁波银行、成都银行、招商银行、齐鲁银行、新华保险等涨幅居前 今年以来，上市银行回购、增持动作不断。重庆银行近日发布公告称，该行拟采取由现任董事、高级管...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,由于商务宴席仍处于弱复苏，次高端白酒内部表现分化，但受益于年会同比增长，次高端产品存在一定的增量回补；区域强势品牌受返乡潮、宴席用酒需求增长、走亲访友等因素催化，势能相对较强。 大金融午后延续强势 红塔证券、平安银行涨停，中国银行、农业银行创新高，首创证券、宁波银行、成都银行、招商银行、齐鲁银行、新,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停！成交额近53亿元，中国银行、农业银行盘中再创新高,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,平安银行涨停！成交额近53亿元，中国银行、农业银行盘中再创新高,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停，报10.08元/股，在当天尾盘竞价交易中成交额接近2亿元，全天成交额近53亿元；宁波银行、齐鲁银行、招商银行涨超5%，成都银行、江苏银行、中信银行涨超3%。同时，中国银行、农业银行盘中再...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,受人民银行超预期“降息”影响，大金融板块反复活跃。截至收盘，银行板块全面飘红。其中，平安银行涨停，报10.08元/股，在当天尾盘竞价交易中成交额接近2亿元，全天成交额近53亿元；宁波银行、齐鲁银行、招商银行涨超5%，成都银行、江苏银行、中信银行涨超3%。同时，中国银行、农业银行盘中再创近期新高。 此,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停，农行、中行股价创新高,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,银行板块连续两日拉升！平安银行涨停，农行、中行股价创新高,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行(000001.SZ)涨停，宁波银行(002142.SZ)、齐鲁银行(601665.SH)、招商银行(600036.SH)涨逾5%。 此外，国有大行中，邮储银行(601658.SH)、工商银行...,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,5年期以上LPR报价超预期下行后，A股银行板块连续两日拉升。 Wind数据显示，截至2月21日收盘，银行指数报5032.52点，涨2.62%，A股42只银行股中41只股价上涨，其中平安银行(000001.SZ)涨停，宁波银行(002142.SZ)、齐鲁银行(601665.SH)、招商银行(60003,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
平安银行涨停！成交额超41亿元，中国银行、农业银行盘中再创新高｜快讯,https://www.iwencai.com/unifiedwap/inforesult?w=%E5%B9%B3%E5%AE%89%E9%93%B6%E8%A1%8C&querytype=news&search1=&search2=&search3=2024-02-01~2024-02-29&search4=&search5=&page=1,iWenCai,Unknown time,平安银行涨停！成交额超41亿元，中国银行、农业银行盘中再创新高｜快讯,平安银行,1,2025-12-16 00:55:07,2024-02-01 to 2024-02-29
