【资产负债表】平安银行 2023年,,,,,,,,,,
合并资产负债表,,,,,,,,,,
资产,,,,,,,,,,
其他资产减值损失,,"(7,735)",,,,,,,,
营业利润,,"57,928","57,475",,,,,,,
加：营业外收入,,"4,964",,,,,,,,
减：营业外支出,,"(259,286)",,,,,,,,
利润总额,,"57,718","57,253",,,,,,,
减：所得税费用,46,"(11,263)","(11,737)",,,,,,,
净利润,,"46,455","45,516",,,,,,,
持续经营净利润,,"46,455","45,516",,,,,,,
终止经营净利润,,-,-,,,,,,,
,,,,,,,,,,
【收益表】平安银行 2023年,,,,,,,,,,
银行利润表,,,,,,,,,,
营业收入,,,,,,,,,,
利息收入,37,"227,511","228,793",,,,,,,
利息支出,37,"(109,633)","(98,764)",,,,,,,
利息净收入,37,"117,878","130,029",,,,,,,
手续费及佣金收入,38,"33,914","36,914",,,,,,,
手续费及佣金支出,38,"(7,436)","(9,658)",,,,,,,
手续费及佣金净收入,38,"26,478","27,256",,,,,,,
投资收益,39,"15,959","13,051",,,,,,,
其中：以摊余成本计量的金融资产终止确认产,,,,,,,,,,
生的收益,,"1,160",,,,,,,,
公允价值变动损益,"(40,317)",,"1,397",,,,,,,
汇兑损益,"41,662",,"4,548",,,,,,,
其他业务收入,"42,538",,131,,,,,,,
资产处置损益,,"144,180",,,,,,,,
其他收益,,"224,213",,,,,,,,
营业收入合计,,"161,566","176,805",,,,,,,
营业支出,,,,,,,,,,
税金及附加,43,"(1,699)","(1,708)",,,,,,,
业务及管理费,44,"(45,214)","(48,711)",,,,,,,
营业支出合计,,"(46,913)","(50,419)",,,,,,,
减值损失前营业利润,,"114,653","126,386",,,,,,,
信用减值损失,45,"(59,013)","(71,341)",,,,,,,
其他资产减值损失,,"(7,735)",,,,,,,,
营业利润,,"55,563","55,080",,,,,,,
加：营业外收入,,"4,964",,,,,,,,
减：营业外支出,,"(259,285)",,,,,,,,
利润总额,,"55,353","54,859",,,,,,,
减：所得税费用,46,"(10,783)","(11,226)",,,,,,,
净利润,,"44,570","43,633",,,,,,,
持续经营净利润,,"44,570","43,633",,,,,,,
终止经营净利润,,-,-,,,,,,,
,,,,,,,,,,
【现金流量表】平安银行 2023年,,,,,,,,,,
合并现金流量表,,,,,,,,,,
经营活动产生的现金流量,,,,,,,,,,
存放中央银行和同业款项净减少额,,"4,198",-,,,,,,,
向中央银行借款净增加额,,"16,665","43,317",,,,,,,
吸收存款和同业存放款项净增加额,,"142,603","411,157",,,,,,,
拆入资金净增加额,,-,"14,710",,,,,,,
卖出回购金融资产款净增加额,,"44,673",-,,,,,,,
收取利息、手续费及佣金的现金,,"251,564","248,891",,,,,,,
为交易目的而持有的金融资产净减少额,,"44,363",-,,,,,,,
收到其他与经营活动有关的现金,50.0,"24,969","53,676",,,,,,,
经营活动现金流入小计,,"529,035","771,751",,,,,,,
存放中央银行和同业款项净增加额,,-,"(21,405)",,,,,,,
发放贷款和垫款净增加额,,"(163,664)","(332,903)",,,,,,,
拆出资金净增加额,,"(62,701)","(52,697)",,,,,,,
拆入资金净减少额,,"(8,123)",-,,,,,,,
买入返售金融资产净增加额,,"(1,470)","(2,018)",,,,,,,
为交易目的而持有的金融资产净增加额,,-,"(45,987)",,,,,,,
卖出回购金融资产款净减少额,,-,"(34,333)",,,,,,,
支付利息、手续费及佣金的现金,,"(81,298)","(74,373)",,,,,,,
支付给职工及为职工支付的现金,,"(22,346)","(21,741)",,,,,,,
支付的各项税费,,"(32,000)","(27,713)",,,,,,,
支付其他与经营活动有关的现金,51.0,"(64,972)","(24,009)",,,,,,,
经营活动现金流出小计,,"(436,574)","(637,179)",,,,,,,
经营活动产生的现金流量净额,,"92,461","134,572",,,,,,,
,,,,,,,,,,
【现金流量表】平安银行 2023年,,,,,,,,,,
合并现金流量表(续),,,,,,,,,,
投资活动产生的现金流量,,,,,,,,,,
收回投资收到的现金,"402,105","491,914",,,,,,,,
取得投资收益收到的现金,"38,401","38,427",,,,,,,,
处置固定资产及其他长期资产收回的现金,"219,291",,,,,,,,,
投资活动现金流入小计,"440,725","530,632",,,,,,,,
投资支付的现金,"(463,771)","(509,231)",,,,,,,,
购建固定资产、无形资产及其他长期资产所支,,,,,,,,,,
付的现金,"(3,096)","(3,543)",,,,,,,,
投资活动现金流出小计,"(466,867)","(512,774)",,,,,,,,
投资活动(使用)/产生的现金流量净额,"(26,142)","17,858",,,,,,,,
筹资活动产生的现金流量,,,,,,,,,,
发行债务证券及其他权益工具收到的现金,"933,416","679,189",,,,,,,,
筹资活动现金流入小计,"933,416","679,189",,,,,,,,
偿还债务证券本金支付的现金,"(908,807)","(825,906)",,,,,,,,
偿付债务证券利息支付的现金,"(5,393)","(4,613)",,,,,,,,
分配股利及利润支付的现金,"(8,380)","(7,274)",,,,,,,,
偿还租赁负债支付的现金,"(2,747)","(2,801)",,,,,,,,
筹资活动现金流出小计,"(925,327)","(840,594)",,,,,,,,
筹资活动产生/(使用)的现金流量净额,"8,089","(161,405)",,,,,,,,
汇率变动对现金及现金等价物的影响,"1,485","6,079",,,,,,,,
现金及现金等价物净增加/(减少)额,"75,893","(2,896)",,,,,,,,
加：年初现金及现金等价物余额,"222,326","225,222",,,,,,,,
年末现金及现金等价物余额 49,"298,219","222,326",,,,,,,,
,,,,,,,,,,
【现金流量表】平安银行 2023年,,,,,,,,,,
合并现金流量表(续),,,,,,,,,,
资料,,,,,,,,,,
将净利润调节为经营活动的现金流量,,,,,,,,,,
净利润,,"46,455","45,516",,,,,,,
调整：,,,,,,,,,,
信用减值损失,45,"59,017","71,341",,,,,,,
其他资产减值损失,,"(7,735)",,,,,,,,
已发生减值的金融资产产生的利息收入,,"(8,345)",,,,,,,,
投资性房地产折旧,,"1,824",,,,,,,,
固定资产折旧,44,"1,879","1,933",,,,,,,
使用权资产折旧,44,"2,491","2,650",,,,,,,
无形资产摊销,"44,789",,732,,,,,,,
长期待摊费用摊销,,"746,711",,,,,,,,
处置固定资产和其他长期资产的净损益,,"(7,101)",,,,,,,,
金融工具公允价值变动损益,,"(4,051)","(4,482)",,,,,,,
外汇衍生金融工具公允价值变动损益,,"(6,678)","8,061",,,,,,,
投资利息收入及投资收益,,"(37,302)","(34,211)",,,,,,,
递延所得税资产的增加,46,"(1,536)","(4,648)",,,,,,,
租赁负债的利息费用,,"200,219",,,,,,,,
已发行债务证券利息支出,37,"17,038","19,470",,,,,,,
经营性应收项目的增加,,"(177,434)","(463,015)",,,,,,,
经营性应付项目的增加,,"190,778","490,377",,,,,,,
预计诉讼损失的计提,,"6,475",,,,,,,,
经营活动产生的现金流量净额,,"92,461","134,572",,,,,,,
现金及现金等价物净增加/(减少)情况,,,,,,,,,,
现金的年末余额,49,"3,687","4,162",,,,,,,
减：现金的年初余额,,"(4,162)","(3,685)",,,,,,,
加：现金等价物的年末余额,49,"294,532","218,164",,,,,,,
减：现金等价物的年初余额,,"(218,164)","(221,537)",,,,,,,
现金及现金等价物净增加/(减少)额,,"75,893","(2,896)",,,,,,,
,,,,,,,,,,
【现金流量表】平安银行 2023年,,,,,,,,,,
银行现金流量表,,,,,,,,,,
经营活动产生的现金流量,,,,,,,,,,
存放中央银行和同业款项净减少额,,"4,198",-,,,,,,,
向中央银行借款净增加额,,"16,665","43,317",,,,,,,
吸收存款和同业存放款项净增加额,,"142,321","410,390",,,,,,,
拆入资金净增加额,,-,"14,710",,,,,,,
卖出回购金融资产款净增加额,,"26,572",-,,,,,,,
收取利息、手续费及佣金的现金,,"250,268","248,110",,,,,,,
为交易目的而持有的金融资产净减少额,,"46,465",-,,,,,,,
收到其他与经营活动有关的现金,50.0,"24,960","53,673",,,,,,,
经营活动现金流入小计,,"511,449","770,200",,,,,,,
存放中央银行和同业款项净增加额,,-,"(21,405)",,,,,,,
发放贷款和垫款净增加额,,"(163,664)","(332,903)",,,,,,,
拆出资金净增加额,,"(62,701)","(52,697)",,,,,,,
拆入资金净减少额,,"(8,123)",-,,,,,,,
买入返售金融资产净增加额,,"(1,470)","(2,018)",,,,,,,
为交易目的而持有的金融资产净增加额,,-,"(45,207)",,,,,,,
卖出回购金融资产款净减少额,,-,"(34,333)",,,,,,,
支付利息、手续费及佣金的现金,,"(83,757)","(75,702)",,,,,,,
支付给职工及为职工支付的现金,,"(21,975)","(21,433)",,,,,,,
支付的各项税费,,"(31,156)","(27,281)",,,,,,,
支付其他与经营活动有关的现金,51.0,"(64,643)","(23,742)",,,,,,,
经营活动现金流出小计,,"(437,489)","(636,721)",,,,,,,
经营活动产生的现金流量净额,,"73,960","133,479",,,,,,,
,,,,,,,,,,
【现金流量表】平安银行 2023年,,,,,,,,,,
银行现金流量表(续),,,,,,,,,,
投资活动产生的现金流量,,,,,,,,,,
收回投资收到的现金,"402,090","491,011",,,,,,,,
取得投资收益收到的现金,"38,069","38,138",,,,,,,,
处置固定资产及其他长期资产收回的现金,"219,291",,,,,,,,,
投资活动现金流入小计,"440,378","529,440",,,,,,,,
投资支付的现金,"(445,142)","(507,388)",,,,,,,,
购建固定资产、无形资产及其他长期资产所支,,,,,,,,,,
付的现金,"(3,085)","(3,520)",,,,,,,,
投资活动现金流出小计,"(448,227)","(510,908)",,,,,,,,
投资活动(使用)/产生的现金流量净额,"(7,849)","18,532",,,,,,,,
筹资活动产生的现金流量,,,,,,,,,,
发行债务证券及其他权益工具收到的现金,"933,416","679,189",,,,,,,,
筹资活动现金流入小计,"933,416","679,189",,,,,,,,
偿还债务证券本金支付的现金,"(908,807)","(825,906)",,,,,,,,
偿付债务证券利息支付的现金,"(5,393)","(4,613)",,,,,,,,
分配股利及利润支付的现金,"(8,380)","(7,274)",,,,,,,,
偿还租赁负债支付的现金,"(2,747)","(2,765)",,,,,,,,
筹资活动现金流出小计,"(925,327)","(840,558)",,,,,,,,
筹资活动产生/(使用)的现金流量净额,"8,089","(161,369)",,,,,,,,
汇率变动对现金及现金等价物的影响,"1,485","6,079",,,,,,,,
现金及现金等价物净增加/(减少)额,"75,685","(3,279)",,,,,,,,
加：年初现金及现金等价物余额,"221,616","224,895",,,,,,,,
年末现金及现金等价物余额 49,"297,301","221,616",,,,,,,,
,,,,,,,,,,
【现金流量表】平安银行 2023年,,,,,,,,,,
银行现金流量表(续),,,,,,,,,,
资料,,,,,,,,,,
将净利润调节为经营活动的现金流量,,,,,,,,,,
净利润,,"44,570","43,633",,,,,,,
调整：,,,,,,,,,,
信用减值损失,45,"59,013","71,341",,,,,,,
其他资产减值损失,,"(7,735)",,,,,,,,
已发生减值的金融资产产生的利息收入,,"(8,345)",,,,,,,,
投资性房地产折旧,,"1,824",,,,,,,,
固定资产折旧,44,"1,869","1,915",,,,,,,
使用权资产折旧,44,"2,486","2,617",,,,,,,
无形资产摊销,"44,789",,732,,,,,,,
长期待摊费用摊销,,"746,709",,,,,,,,
处置固定资产和其他长期资产的净损益,,"(7,101)",,,,,,,,
金融工具公允价值变动损益,,"(4,087)","(4,639)",,,,,,,
外汇衍生金融工具公允价值变动损益,,"(6,678)","8,061",,,,,,,
投资利息收入及投资收益,,"(36,969)","(33,920)",,,,,,,
递延所得税资产的增加,46,"(1,522)","(4,601)",,,,,,,
租赁负债的利息费用,,"200,218",,,,,,,,
已发行债务证券利息支出,37,"17,038","19,470",,,,,,,
经营性应收项目的增加,,"(173,846)","(460,275)",,,,,,,
经营性应付项目的增加,,"170,282","488,300",,,,,,,
预计诉讼损失的计提,,"6,475",,,,,,,,
经营活动产生的现金流量净额,,"73,960","133,479",,,,,,,
现金及现金等价物净增加/(减少)情况,,,,,,,,,,
现金的年末余额,49,"3,687","4,162",,,,,,,
减：现金的年初余额,,"(4,162)","(3,685)",,,,,,,
加：现金等价物的年末余额,49,"293,614","217,454",,,,,,,
减：现金等价物的年初余额,,"(217,454)","(221,210)",,,,,,,
现金及现金等价物净增加/(减少)额,,"75,685","(3,279)",,,,,,,
,,,,,,,,,,
【现金流量表】平安银行 2023年,,,,,,,,,,
第二章会计数据和财务指标,,,,,,,,,,
每股经营活动产生的现金流量净额,4.76,6.93,(9.93),(31.3%),,,,,,
财务比率（%）：,,,,,,,,,,
总资产收益率,0.83,0.86,0.74,-0.03个百分点,,,,,,
平均总资产收益率,0.85,0.89,0.77,-0.04个百分点,,,,,,
加权平均净资产收益率,11.38,12.36,10.85,-0.98个百分点,,,,,,
加权平均净资产收益率（扣除非经常性损益）,11.38,12.33,10.82,-0.95个百分点,,,,,,
,,,,,,,,,,
【现金流量表】平安银行 2023年,,,,,,,,,,
第二章会计数据和财务指标,,,,,,,,,,
财务,比率（%）,：,0.83 0.86 0.74 -0.03个百分点,,,,,,,
总资,产收益率,率,0.85 0.89 0.77 -0.04个百分点,,,,,,,
平均,总资产收益,收益率,11.38 12.36 10.85 -0.98个百分点,,,,,,,
加权,平均净资产,收益率（扣除非经常性损益）,11.38 12.33 10.82 -0.95个百分点,,,,,,,
加权,平均净资产,收益率和每股收益相关指标根据《公开,发行证券的公司信息披露编报规则第9号——净资产收益率,,,,,,,
注：,（1）净资产,收益的计算及披露》（2010年修订）及,《企业会计准则第34号——每股收益》计算。本行于2016,,,,,,,
,和每股,月7日非公开发行200亿元非累积型优先,股，于2019年12月和2020年2月分别发行了200亿元、300,,,,,,,
,年3,固定期限资本债券（“永续债”），均分,类为其他权益工具。在计算当期“加权平均净资产收益率”,,,,,,,
,亿元无,,,,,,,,,
,及“每,股收益”时，“归属于本行股东的净利润,”扣除了已发放的优先股股息8.74亿元和永续债利息19.75,,,,,,,
,亿元。,中国人民银行办公厅印发的《黄金租借业,务管理暂行办法》规定，本行与金融机构间开展的黄金租借,,,,,,,
,（2）根据,租出端由“贵金属”重分类至“拆出资金,”，租入端由“交易性金融负债”重分类至“拆入资金”，,,,,,,,
,业务，,标均已同口径调整比较期数据。,,,,,,,,
,相关指,,,,,,,,,
,公司最近,三个会计年度扣除非经常性损益前,后净利润孰低者均为负值，且最近一年审计报告显,,,,,,,
示公,司持续经,营能力存在不确定性的,,,,,,,,
,□是 √,否,,,,,,,,
,扣除非经,常损益前后的净利润孰低者为负值,,,,,,,,
,□是 √,否,,,,,,,,
,截至披露,前一交易日的公司总股本及用最新,股本计算的全面摊薄每股收益,,,,,,,
至披,露前一交易,日的公司总股本（股）,"19,405,918,198",,,,,,,
付的,优先股股利,（元）,"874,000,000",,,,,,,
付的,永续债利息,（元）,"1,975,000,000",,,,,,,
最新,股本计算的,全面摊薄每股收益（元/股）,2.25,,,,,,,
,境内外会,计准则下会计数据差异,,,,,,,,
,1、同时,按照国际会计准则与按照中国会计准,则披露的财务报告中净利润和净资产差异情况,,,,,,,
,□适用,√不适用,,,,,,,,
,,,,,,,,,,
【现金流量表】平安银行 2023年,,,,,,,,,,
利润,总额,"57,718","57,253","45,879",0.8%,,,,,
归属,于本行股东的净利润,"46,455","45,516","36,336",2.1%,,,,,
扣除,非经常性损益后归属于本行股东的净利润,"46,431","45,407","36,230",2.3%,,,,,
经营,活动产生的现金流量净额,"92,461","134,572","(192,733)",(31.3%),,,,,
每股,比率（元/股）：,,,,,,,,,
基本,/稀释每股收益,2.25,2.20,1.73,2.3%,,,,,
扣除,非经常性损益后的基本/稀释每股收益,2.25,2.19,1.72,2.7%,,,,,
每股,经营活动产生的现金流量净额,4.76,6.93,(9.93),(31.3%),,,,,
财务,比率（%）：,,,,,,,,,
总资,产收益率,0.83,0.86,0.74,-0.03个百分点,,,,,
平均,总资产收益率,0.85,0.89,0.77,-0.04个百分点,,,,,
加权,平均净资产收益率,11.38,12.36,10.85,-0.98个百分点,,,,,
加权,平均净资产收益率（扣除非经常性损益）,11.38,12.33,10.82,-0.95个百分点,,,,,
：（,1）净资产收益率和每股收益相关指标根据《公开发行证,券的公,司信息披露编报规则第9,号——净资产,收益率和每股收,,,,,
,益的计算及披露》（2010年修订）及《企业会计准则,第34号,——每股收益》计算。,本行于2016年,3月7日非公开,,,,,
,发行200亿元非累积型优先股，于2019年12月和2,020年,2月分别发行了 200亿元,、300亿元无,固定期限资本债,,,,,
,券（“永续债”），均分类为其他权益工具。在计算当,期“加,权平均净资产收益率”及,“每股收益”,时，“归属于本行,,,,,
,股东的净利润”扣除了已发放的优先股股息8.74亿,元和永续,债利息19.75亿元。,,,,,,,
（,2）根据中国人民银行办公厅印发的《黄金租借业务管理,暂行办,法》规定，本行与金融机,构间开展的黄,金租借业务，租,,,,,
,出端由“贵金属”重分类至“拆出资金”，租入端由,“交易,性金融负债”重分类至“,拆入资金”，相,关指标均已同口,,,,,
,径调整比较期数据。,,,,,,,,,
,公司最近三个会计年度扣除非经常性损益前后,净利润,孰低者均为负值，且最,近一年审计,报告显示公司,,,,,
续,经营能力存在不确定性的,,,,,,,,,
,□是 √否,,,,,,,,,
,扣除非经常损益前后的净利润孰低者为负值,,,,,,,,,
,□是 √否,,,,,,,,,
,,,,,,,,,,
【现金流量表】平安银行 2023年,,,,,,,,,,
归属于本行股东的净利润,"46,455","45,516","36,336",2.1%,,,,,,
扣除非经常性损益后归属于本行股东的净利润,"46,431","45,407","36,230",2.3%,,,,,,
经营活动产生的现金流量净额,"92,461","134,572","(192,733)",(31.3%),,,,,,
每股比率（元/股）：,,,,,,,,,,
基本/稀释每股收益,2.25,2.20,1.73,2.3%,,,,,,
扣除非经常性损益后的基本/稀释每股收益,2.25,2.19,1.72,2.7%,,,,,,
每股经营活动产生的现金流量净额,4.76,6.93,(9.93),(31.3%),,,,,,
财务比率（%）：,,,,,,,,,,
总资产收益率,0.83,0.86,0.74,-0.03个百分点,,,,,,
平均总资产收益率,0.85,0.89,0.77,-0.04个百分点,,,,,,
加权平均净资产收益率,11.38,12.36,10.85,-0.98个百分点,,,,,,
加权平均净资产收益率（扣除非经常性损益）,11.38,12.33,10.82,-0.95个百分点,,,,,,
,,,,,,,,,,
【权益变动表】平安银行 2023年,,,,,,,,,,
合并及银行股东权益变动表,,,,,,,,,,
一、,2023年1月1日余额,,"19,406","69,944","80,816","2,660","10,781","64,768","186,305","434,680"
二、,本年增减变动金额,,,,,,,,,
(一),净利润,,-,-,-,-,-,-,"46,455","46,455"
(二),其他综合收益,47.0,-,-,-,(372),-,-,-,(372)
,综合收益总额,,-,-,-,(372),-,-,"46,455","46,083"
(三),利润分配,,,,,,,,,
